repo_key,repo_url,python_ratio,java_ratio,javascript_ratio,typescript_ratio,kotlin_ratio,dart_ratio,swift_ratio,csharp_ratio,cpp_ratio,html_ratio,css_ratio,go_ratio,php_ratio,ruby_ratio,solidity_ratio,has_spring,has_fastapi,has_django,has_flask,has_express,has_nestjs,has_react,has_nextjs,has_vue,has_flutter,has_react_native,has_unity,has_unreal,has_pytorch,has_tensorflow,has_yolo,has_opencv,has_streamlit,has_docker,has_kubernetes,has_aws,has_terraform,has_github_actions,has_jenkins,has_solidity,kw_backend,kw_api,kw_database,kw_auth,kw_orm,kw_frontend,kw_ui,kw_seo,kw_ai,kw_model,kw_cv,kw_data,kw_devops,kw_container,kw_cloud,kw_monitoring,kw_mobile,kw_flutter,kw_kotlin,kw_swift,kw_game,kw_blockchain,profile_text_len,profile_token_count,profile_keyword_count,github_score,total_valid_loc,total_evidence_loc,total_commits_analyzed,has_tests,has_cicd,has_deployment,readme_has_image,test_ratio,source_file_count,avg_loc_per_file,readme_len,label
niconielsen32/ComputerVision,https://github.com/niconielsen32/ComputerVision,0.8374247336729969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16257526632700325,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,7,0,71.9,4855.0,4874.0,75.0,0,0,0,0,0.02865329512893983,349.0,13.9,0,인공지능/머신러닝
hojunnnnn/board,https://github.com/hojunnnnn/board,0.0,0.8678884026258206,0.10667396061269147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025437636761487966,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,113,23,6,70.0,4755.0,575.0,75.0,1,0,0,1,0.11290322580645161,62.0,76.7,1500,서버/백엔드
HSU-README/ReadMeBackend,https://github.com/HSU-README/ReadMeBackend,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,13,1,5.0,0.0,0.0,0.0,1,0,0,1,0.05825242718446602,103.0,0.0,1500,서버/백엔드
Jimoou/BookLibrarySite-Backend,https://github.com/Jimoou/BookLibrarySite-Backend,0.0,0.9486934353091141,0.0,0.014659018483110263,0.0,0.0,0.0,0.0,0.0,0.003983428935627789,0.032664117272147866,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,96,20,4,76.4,10711.0,31769.0,75.0,1,0,0,1,0.1111111111111111,72.0,148.8,1500,서버/백엔드
spaniac/Portfolio_Manager_Web,https://github.com/spaniac/Portfolio_Manager_Web,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,84,16,4,5.0,0.0,0.0,0.0,1,0,0,1,0.14285714285714285,7.0,0.0,821,서버/백엔드
YooGyeongMo/CollaB,https://github.com/YooGyeongMo/CollaB,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,69,15,4,56.1,11458.0,596.0,23.0,0,0,0,1,0.01838235294117647,544.0,21.1,1500,모바일 앱
Hongsinwon/2022ver_portfolio,https://github.com/Hongsinwon/2022ver_portfolio,0.0,0.0,0.766546329723225,0.0,0.0,0.0,0.0,0.0,0.0,0.051744885679903735,0.18170878459687123,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,12,1,58.1,1447.0,28120.0,16.0,0,0,0,1,0.0,51.0,28.4,263,프론트엔드
kimsh322/portfolio-react,https://github.com/kimsh322/portfolio-react,0.0,0.0,0.0,0.9453781512605042,0.0,0.0,0.0,0.0,0.0,0.0546218487394958,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,9,1,68.9,2916.0,6178.0,75.0,0,0,0,0,0.012987012987012988,77.0,37.9,155,프론트엔드
many-yun/my-portfolio,https://github.com/many-yun/my-portfolio,0.0,0.0,0.30078125,0.0,0.0,0.0,0.0,0.0,0.0,0.248046875,0.451171875,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,54,12,2,52.5,4537.0,29624.0,22.0,0,0,0,1,0.0,41.0,110.7,1016,프론트엔드
kimminseoung/PortFolio,https://github.com/kimminseoung/PortFolio,0.0,0.0,0.0,0.5061728395061729,0.0,0.0,0.0,0.0,0.0,0.49382716049382713,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,13,3,63.3,3633.0,35124.0,35.0,0,0,0,0,0.0,53.0,68.5,361,프론트엔드
audgns722/react_portfolio2023,https://github.com/audgns722/react_portfolio2023,0.0,0.0,0.280776389258176,0.0,0.0,0.0,0.0,0.0,0.0,0.0061153948417973945,0.7131082159000266,0.0,0.0,0.0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,86,18,3,67.0,16413.0,3686.0,45.0,0,0,1,0,0.0,95.0,172.8,1500,프론트엔드
yejipark0514/Yeji-Park,https://github.com/yejipark0514/Yeji-Park,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,77,13,3,66.1,16436.0,300.0,66.0,0,0,0,0,0.0,10.0,1643.6,1500,인공지능/머신러닝
suy379/Portfolio_sy,https://github.com/suy379/Portfolio_sy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,26,6,2,16.4,0.0,56.0,6.0,0,0,0,0,0.0,0.0,0.0,1500,인공지능/머신러닝
hyunsookim0813/Portfolio_hs,https://github.com/hyunsookim0813/Portfolio_hs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,27,6,2,75.7,31578.0,119709.0,75.0,0,0,0,0,0.02284263959390863,394.0,80.1,1500,인공지능/머신러닝
yorsing/Portfolio,https://github.com/yorsing/Portfolio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,52,9,2,1.5,0.0,31.0,4.0,0,0,0,0,0.0,0.0,0.0,604,인공지능/머신러닝
moon19ht/SeSac-AI-Developer-Notes-2025,https://github.com/moon19ht/SeSac-AI-Developer-Notes-2025,0.3566398390342052,0.004476861167002012,0.08511066398390342,0.0,0.0,0.0,0.0,0.0,0.0,0.4803319919517103,0.07344064386317907,0.0,0.0,0.0,0.0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,192,27,6,76.9,60088.0,15982.0,75.0,0,0,0,1,0.0017913121361397223,6699.0,9.0,1500,인공지능/머신러닝
lee951109/devops-portfolio-eks-ecs-argocd-n8n,https://github.com/lee951109/devops-portfolio-eks-ecs-argocd-n8n,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,133,21,3,58.4,624.0,5585.0,51.0,0,0,1,0,0.0,7.0,89.1,1500,DevOps/시스템 엔지니어
skkuding/proseed,https://github.com/skkuding/proseed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,153,26,7,10.0,0.0,0.0,0.0,0,1,1,0,0.003703703703703704,270.0,0.0,1500,DevOps/시스템 엔지니어
kylie-han/Prolog,https://github.com/kylie-han/Prolog,0.0,0.9727193365342646,0.02116979484941074,0.0,0.0,0.0,0.0,0.0,0.0,0.006110868616324749,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,92,18,4,65.5,15823.0,217.0,75.0,0,0,0,1,0.023148148148148147,216.0,73.3,1121,DevOps/시스템 엔지니어
cshharry/MyStudy,https://github.com/cshharry/MyStudy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,3,1,30.7,0.0,82.0,29.0,0,0,0,0,0.0,0.0,0.0,1500,DevOps/시스템 엔지니어
Kuneosu/bracket_helper,https://github.com/Kuneosu/bracket_helper,0.045295443450804426,0.0,0.0,0.0,0.00011425129052025882,0.9481506870657153,0.0005193240478193583,0.0,0.0,0.005920294145140685,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,73,15,6,72.0,99438.0,2510.0,75.0,0,0,0,1,0.002824858757062147,354.0,280.9,1262,모바일 앱
JUGGUM/mealfit,https://github.com/JUGGUM/mealfit,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,145,31,6,78.3,2886.0,899.0,52.0,1,1,1,0,0.05063291139240506,79.0,36.5,1500,서버/백엔드
AJOU-Chopsticks/HairHaeJo-Frontend,https://github.com/AJOU-Chopsticks/HairHaeJo-Frontend,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,101,21,3,10.0,0.0,0.0,0.0,0,1,1,1,0.0196078431372549,204.0,0.0,1500,프론트엔드
kebin11042/Portfolio,https://github.com/kebin11042/Portfolio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,24,5,1,22.6,0.0,458.0,19.0,0,0,0,0,0.0,10.0,0.0,1500,모바일 앱
masonHong/Portfolio,https://github.com/masonHong/Portfolio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,31,6,1,11.1,0.0,225.0,12.0,0,0,0,1,0.0,5.0,0.0,1500,모바일 앱
jaeyeong2659/Unity_Portfolio,https://github.com/jaeyeong2659/Unity_Portfolio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,43,10,1,28.3,1050.0,77.0,10.0,0,0,0,0,0.0,9.0,116.7,794,게임 개발
fan950/Match-3-Game,https://github.com/fan950/Match-3-Game,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,45,11,1,57.2,5254.0,3311.0,74.0,0,0,0,0,0.0,45.0,116.8,1500,게임 개발
LHuHyeon/Security_Escape_Game,https://github.com/LHuHyeon/Security_Escape_Game,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,47,11,1,32.8,1343.0,38.0,4.0,0,0,0,0,0.0,23.0,58.4,386,게임 개발
LiztyStalker/Portfolio,https://github.com/LiztyStalker/Portfolio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,23,5,1,37.2,0.0,784.0,53.0,0,0,0,0,0.0,4.0,0.0,1482,게임 개발
nowonsang/portfolio,https://github.com/nowonsang/portfolio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,7,3,41.9,9.0,1241.0,75.0,0,0,0,1,0.0,129.0,0.1,1500,모바일 앱
PNUCSE/Capstone-2022-1-35,https://github.com/PNUCSE/Capstone-2022-1-35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,34,5,2,0.0,0.0,0.0,0.0,0,0,0,1,0.0,2.0,0.0,1500,블록체인
potential1205/betty,https://github.com/potential1205/betty,0.0,0.3029008029008029,0.003626003626003626,0.6882931882931884,0.0,0.0,0.0,0.0,0.0,0.004921004921004921,0.000259000259000259,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,132,27,4,75.7,17549.0,7836.0,75.0,1,0,1,1,0.07777777777777778,360.0,48.7,1500,블록체인
JoonSoo-Kim/VIN,https://github.com/JoonSoo-Kim/VIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,37,8,1,0.0,0.0,0.0,0.0,0,0,0,1,0.00909090909090909,110.0,0.0,1500,인공지능/머신러닝
sotolab/sotolabhub.io,https://github.com/sotolab/sotolab.github.io,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,34,8,1,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,블록체인
SangjunRyu/clinical-search-data-pipeline,https://github.com/SangjunRyu/clinical-search-data-pipeline,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,105,20,3,64.8,6924.0,203347.0,35.0,0,0,1,0,0.0,36.0,192.3,1500,빅데이터 엔지니어
jms0522/Streaming-Data,https://github.com/jms0522/Streaming-Data,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,114,25,3,72.1,2421.0,515556.0,49.0,1,0,1,0,0.1206896551724138,58.0,41.7,1500,빅데이터 엔지니어
dharana77/data-pipeline-for-music-recommendation,https://github.com/dharana77/data-pipeline-for-music-recommendation,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,86,19,3,49.8,274.0,112726.0,16.0,1,0,1,0,0.14285714285714285,7.0,39.1,1500,빅데이터 엔지니어
UICHEOL-HWANG/subway_pipeline,https://github.com/UICHEOL-HWANG/subway_pipeline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,41,7,2,15.7,0.0,33.0,5.0,0,0,0,1,0.0,9.0,0.0,1441,빅데이터 엔지니어
u-hajin/seoul-population-data-pipeline,https://github.com/u-hajin/seoul-population-data-pipeline,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,88,17,3,43.3,542.0,530.0,27.0,0,0,1,1,0.0,23.0,23.6,1500,빅데이터 엔지니어
